"Segment Name","Size (MB)","Segment Type","Number of Rows"
"SCHEDULER$_EVTQ_SUB_PK","0.1","INDEX","-"
"SCHEDULER$_SCHEDULE_PK","0.1","INDEX","-"
"SCHEDULER$_SRCQ_MAP_PK","0.1","INDEX","-"
"STREAMS$_APPLY_PROCESS","0.1","TABLE","0"
"STREAMS$_DEST_OBJ_COLS","0.1","TABLE","0"
"STREAMS$_MESSAGE_RULES","0.1","TABLE","0"
"STREAMS$_STMT_HANDLERS","0.1","TABLE","0"
"APPLY$_VIRTUAL_OBJ_CONS","0.1","TABLE","0"
"CDC_SUBSCRIBED_COLUMNS$","0.1","TABLE","0"
"CHNF$_CLAUSE_DEPENDENTS","0.1","TABLE","0"
"DEF$_PROPAGATOR_PRIMARY","0.1","INDEX","-"
"HS_PARALLEL_METADATA_PK","0.1","INDEX","-"
"I_APPLY_CHANGE_HANDLERS","0.1","INDEX","-"
"I_FGR$_TABLESPACE_INFO1","0.1","INDEX","-"
"I_FGR$_TABLESPACE_INFO2","0.1","INDEX","-"
"I_LOBCOMPPART$_PARTOBJ$","0.1","INDEX","-"
"I_LOBCOMPPART_LOBJPART$","0.1","INDEX","-"
"I_OLAP_AW_VIEW_COLUMNS$","0.1","INDEX","-"
"I_OLAP_CUBE_DIMENSIONS$","0.1","INDEX","-"
"I_OLAP_MEASURE_FOLDERS$","0.1","INDEX","-"
"I_SQL_VERSION$_VERSION#","0.1","INDEX","-"
"I_STMT_AUDIT_OPTION_MAP","0.1","INDEX","-"
"I_STREAMS_MESSAGE_RULES","0.1","INDEX","-"
"I_STREAMS_STMT_HANDLERS","0.1","INDEX","-"
"LOGMNRG_LOGMNR_BUILDLOG","0.1","TABLE","0"
"OLAP_MODEL_ASSIGNMENTS$","0.1","TABLE","0"
"PISC_NN_PACKAGE_REPOSIG","0.1","INDEX","-"
"PISR_NN_RESOURCE_PARENT","0.1","INDEX","-"
"PO_CONFFETCHERPARAMETER","0.1","TABLE","0"
"PO_REPORTSELECTIONGROUP","0.1","TABLE","0"
"PO_SDKCONNECTIONATTRDEF","0.1","TABLE","0"
"REPCAT$_AUDIT_ATTRIBUTE","0.1","TABLE","2"
"REPCAT$_AUDIT_COLUMN_PK","0.1","INDEX","-"
"REPCAT$_COLUMN_GROUP_PK","0.1","INDEX","-"
"REPCAT$_FLAVORS_FK1_IDX","0.1","INDEX","-"
"REPCAT$_OBJECT_PARMS_N2","0.1","INDEX","-"
"REPCAT$_OBJECT_PARMS_PK","0.1","INDEX","-"
"REPCAT$_PRIORITY_F1_IDX","0.1","INDEX","-"
"REPCAT$_REPCATLOG_GNAME","0.1","INDEX","-"
"REPCAT$_REPGEN_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_REPOBJECT_GNAME","0.1","INDEX","-"
"REPCAT$_REPPROP_PRIMARY","0.1","INDEX","-"
"REPCAT$_RESOLUTION_IDX2","0.1","INDEX","-"
"REPCAT$_RESOL_METHOD_PK","0.1","INDEX","-"
"REPCAT$_SITE_OBJECTS_N1","0.1","INDEX","-"
"REPCAT$_SITE_OBJECTS_U1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_STATUS","0.1","TABLE","3"
"RESOURCE_GROUP_MAPPING$","0.1","TABLE","5"
"SCHEDULER$_DESTINATIONS","0.1","TABLE","2"
"SCHEDULER$_FILE_WATCHER","0.1","TABLE","0"
"SCHEDULER$_JOB_ARGUMENT","0.1","TABLE","4"
"SCHEDULER$_NOTIFICATION","0.1","TABLE","0"
"SCHEDULER$_WINDOW_GROUP","0.1","TABLE","4"
"SQLPLUS_PRODUCT_PROFILE","0.1","TABLE","0"
"STREAMS$_CAPTURE_SERVER","0.1","TABLE","0"
"STREAMS$_PREPARE_OBJECT","0.1","TABLE","0"
"STREAMS$_PROCESS_PARAMS","0.1","TABLE","0"
"SYS_FK0000007778N00005$","0.1","INDEX","-"
"SYS_FK0000007786N00008$","0.1","INDEX","-"
"SYS_FK0000007808N00028$","0.1","INDEX","-"
"SYS_FK0000012483N00046$","0.1","INDEX","-"
"SYS_FK0000012517N00035$","0.1","INDEX","-"
"SYS_FK0000012719N00017$","0.1","INDEX","-"
"SYS_FK0000012719N00019$","0.1","INDEX","-"
"SYS_FK0000012940N00081$","0.1","INDEX","-"
"SYS_FK0000012940N00153$","0.1","INDEX","-"
"SYS_FK0000012940N00157$","0.1","INDEX","-"
"TXN_BACKOUT_STATE_IDX1$","0.1","INDEX","-"
"TXN_BACKOUT_STATE_IDX2$","0.1","INDEX","-"
"TXN_BACKOUT_STATE_IDX3$","0.1","INDEX","-"
"APPLY$_CONF_HDLR_COLUMNS","0.1","TABLE","0"
"APPLY$_ERROR_HANDLER_UNQ","0.1","INDEX","-"
"AQ$_INTERNET_AGENT_PRIVS","0.1","TABLE","3"
"AQ$_QTABLE_AFFINITIES_PK","0.1","INDEX","-"
"AQ$_QUEUE_TABLES_PRIMARY","0.1","INDEX","-"
"CHNF$_QUERY_DEPENDENCIES","0.1","TABLE","0"
"DEF$_DEFAULTDEST_PRIMARY","0.1","INDEX","-"
"DEF$_DESTINATION_PRIMARY","0.1","INDEX","-"
"DEF$_PUSHED_TRANSACTIONS","0.1","TABLE","0"
"DEF$_PUSHED_TRAN_PRIMARY","0.1","INDEX","-"
"FGR$_FILE_GROUP_VERSIONS","0.1","TABLE","0"
"GOLDENGATE$_PRIVILEGES_I","0.1","INDEX","-"
"HS$_PARALLEL_SAMPLE_DATA","0.1","TABLE","0"
"I_APPLY_VIRTUAL_OBJ_CONS","0.1","INDEX","-"
"I_CDC_SUBSCRIBED_TABLES$","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_FILES1","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_FILES2","0.1","INDEX","-"
"I_INVALIDATION_REGISTRY$","0.1","INDEX","-"
"I_LOBFRAG_PARENTOBJFRAG$","0.1","INDEX","-"
"I_OLAP_MODEL_ASSIGNMENT$","0.1","INDEX","-"
"I_STREAMS_APPLY_PROCESS1","0.1","INDEX","-"
"I_STREAMS_APPLY_PROCESS2","0.1","INDEX","-"
"I_STREAMS_APPLY_PROCESS3","0.1","INDEX","-"
"I_STREAMS_CAPTURE_SERVER","0.1","INDEX","-"
"MVIEW$_ADV_PARAMETERS_PK","0.1","INDEX","-"
"MVIEW$_ADV_PRETTY_IDX_01","0.1","INDEX","-"
"OLAP_CALCULATED_MEMBERS$","0.1","TABLE","0"
"PISC_NN_NS_SEQ_NAMESPACE","0.1","INDEX","-"
"PISR_NN_RESOURCE_RELROOT","0.1","INDEX","-"
"PO_EARLIERINFAHOMECONFIG","0.1","TABLE","0"
"PO_IMFPACKAGEUPGRADEINFO","0.1","TABLE","0"
"PO_OBJECTGRAPHDECORATION","0.1","TABLE","0"
"PO_REPOSITORYUPGRADEINFO","0.1","TABLE","0"
"PO_STAGINGINFOATTRIBUTES","0.1","TABLE","0"
"REPCAT$_PARAMETER_COLUMN","0.1","TABLE","0"
"REPCAT$_REPCOLUMN_FK_IDX","0.1","INDEX","-"
"REPCAT$_REPPROP_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_RUNTIME_PARMS_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS","0.1","TABLE","0"
"REPCAT$_TEMPLATE_TARGETS","0.1","TABLE","0"
"REPCAT$_USER_PARM_VALUES","0.1","TABLE","0"
"RESOURCE_CONSUMER_GROUP$","0.1","TABLE","25"
"RESOURCE_PLAN_DIRECTIVE$","0.1","TABLE","48"
"SCHEDULER$_CREDENTIAL_PK","0.1","INDEX","-"
"SCHEDULER$_REMDB_JOBQTAB","0.1","TABLE","-"
"SCHEDULER$_WINGRP_MEMBER","0.1","TABLE","28"
"SCHEDULER_FILEWATCHER_QT","0.1","TABLE","-"
"SMON_SCN_TO_TIME_AUX_IDX","0.1","INDEX","-"
"STREAMS$_APPLY_MILESTONE","0.1","TABLE","0"
"STREAMS$_CAPTURE_PROCESS","0.1","TABLE","0"
"STREAMS$_DEST_OBJ_COLS_I","0.1","INDEX","-"
"STREAMS$_PRIVILEGED_USER","0.1","TABLE","0"
"SYS_IL0000000109C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000000123C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000000155C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000000182C00017$$","0.1","LOBINDEX","-"
"SYS_IL0000000242C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000000384C00040$$","0.1","LOBINDEX","-"
"SYS_IL0000000384C00041$$","0.1","LOBINDEX","-"
"SYS_IL0000000394C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000000394C00028$$","0.1","LOBINDEX","-"
"SYS_IL0000000451C00021$$","0.1","LOBINDEX","-"
"SYS_IL0000000520C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000000524C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000000528C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000000532C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000000536C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000000540C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000000568C00026$$","0.1","LOBINDEX","-"
"SYS_IL0000000573C00028$$","0.1","LOBINDEX","-"
"SYS_IL0000000580C00026$$","0.1","LOBINDEX","-"
"SYS_IL0000000585C00026$$","0.1","LOBINDEX","-"
"SYS_IL0000000590C00034$$","0.1","LOBINDEX","-"
"SYS_IL0000000595C00034$$","0.1","LOBINDEX","-"
"SYS_IL0000000607C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000000631C00048$$","0.1","LOBINDEX","-"
"SYS_IL0000000631C00049$$","0.1","LOBINDEX","-"
"SYS_IL0000000715C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000000715C00014$$","0.1","LOBINDEX","-"
"SYS_IL0000000715C00015$$","0.1","LOBINDEX","-"
"SYS_IL0000000749C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000000757C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000000803C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000000857C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000000857C00020$$","0.1","LOBINDEX","-"
"SYS_IL0000000863C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000000863C00019$$","0.1","LOBINDEX","-"
"SYS_IL0000000871C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000000871C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000000871C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000000871C00012$$","0.1","LOBINDEX","-"
"SYS_IL0000000871C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000000883C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000000883C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000000883C00015$$","0.1","LOBINDEX","-"
"SYS_IL0000000883C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000000936C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000000981C00030$$","0.1","LOBINDEX","-"
"SYS_IL0000000981C00031$$","0.1","LOBINDEX","-"
"SYS_IL0000001041C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000001051C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000001065C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000001065C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000001262C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000001262C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000005176C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000005198C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000005198C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000005490C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000005490C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000005490C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000005502C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000005502C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000005665C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000005687C00012$$","0.1","LOBINDEX","-"
"SYS_IL0000005938C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000005947C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000006251C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000006251C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000006251C00010$$","0.1","LOBINDEX","-"
"SYS_IL0000006939C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000006939C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000006939C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000007295C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000007308C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000007323C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000007349C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000007360C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000007367C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000007769C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000007800C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000007808C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000011437C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000012455C00050$$","0.1","LOBINDEX","-"
"SYS_IL0000012483C00031$$","0.1","LOBINDEX","-"
"SYS_IL0000012483C00061$$","0.1","LOBINDEX","-"
"SYS_IL0000012484C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000012517C00037$$","0.1","LOBINDEX","-"
"SYS_IL0000012729C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000012729C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000012748C00028$$","0.1","LOBINDEX","-"
"SYS_IL0000012748C00029$$","0.1","LOBINDEX","-"
"SYS_IL0000012774C00045$$","0.1","LOBINDEX","-"
"SYS_IL0000012774C00047$$","0.1","LOBINDEX","-"
"SYS_IL0000012786C00032$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00036$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00078$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00080$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00098$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00114$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00155$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00156$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00159$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00166$$","0.1","LOBINDEX","-"
"SYS_IL0000013050C00025$$","0.1","LOBINDEX","-"
"SYS_IL0000013061C00025$$","0.1","LOBINDEX","-"
"SYS_IL0000020067C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000020067C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000020079C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020083C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000020083C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000020096C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000020096C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000020096C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020096C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020096C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020096C00010$$","0.1","LOBINDEX","-"
"SYS_IL0000020110C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000020134C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020134C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020141C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020141C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020148C00010$$","0.1","LOBINDEX","-"
"SYS_IL0000020153C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020164C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020164C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000020174C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020179C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020187C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020187C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020187C00009$$","0.1","LOBINDEX","-"
"SYS_IL0000020201C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020201C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020201C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00012$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00014$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00015$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00017$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00018$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00019$$","0.1","LOBINDEX","-"
"SYS_IL0000020210C00020$$","0.1","LOBINDEX","-"
"SYS_IL0000020237C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020263C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020268C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000020278C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020298C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000020298C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020304C00010$$","0.1","LOBINDEX","-"
"SYS_IL0000020309C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020309C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020309C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020309C00009$$","0.1","LOBINDEX","-"
"SYS_IL0000020337C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020342C00010$$","0.1","LOBINDEX","-"
"SYS_IL0000020371C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020376C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020384C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020384C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020384C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020384C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020401C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020409C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020423C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020423C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020433C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020463C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020477C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020488C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020488C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020500C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020510C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000020514C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020514C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020514C00009$$","0.1","LOBINDEX","-"
"SYS_IL0000020523C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020537C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020548C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000020548C00012$$","0.1","LOBINDEX","-"
"SYS_IL0000020555C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020555C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020555C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020564C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020572C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020589C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020611C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020616C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020636C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020636C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020643C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020647C00014$$","0.1","LOBINDEX","-"
"SYS_IL0000020647C00015$$","0.1","LOBINDEX","-"
"SYS_IL0000020657C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020664C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020668C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020672C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020685C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020689C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020693C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020697C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020701C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000020701C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020701C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020710C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020726C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000020726C00009$$","0.1","LOBINDEX","-"
"SYS_IL0000020726C00010$$","0.1","LOBINDEX","-"
"SYS_IL0000020726C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000020743C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000020743C00012$$","0.1","LOBINDEX","-"
"SYS_IL0000020743C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000020743C00014$$","0.1","LOBINDEX","-"
"SYS_IL0000020754C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000020762C00093$$","0.1","LOBINDEX","-"
"SYS_IL0000020762C00094$$","0.1","LOBINDEX","-"
"SYS_IL0000020762C00095$$","0.1","LOBINDEX","-"
"SYS_IL0000020762C00096$$","0.1","LOBINDEX","-"
"SYS_IL0000020776C00014$$","0.1","LOBINDEX","-"
"SYS_IL0000020776C00015$$","0.1","LOBINDEX","-"
"SYS_IL0000020776C00016$$","0.1","LOBINDEX","-"
"SYS_IL0000020776C00017$$","0.1","LOBINDEX","-"
"SYS_IL0000020776C00018$$","0.1","LOBINDEX","-"
"SYS_IL0000020795C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000020800C00009$$","0.1","LOBINDEX","-"
"WRI$_ALERT_THRESHOLD_LOG","0.1","TABLE","0"
"APPLY$_CONSTRAINT_COLUMNS","0.1","TABLE","0"
"I1_DBFS_HS$_STORECOMMANDS","0.1","INDEX","-"
"I1_QUEUE_TABLE_AFFINITIES","0.1","INDEX","-"
"I_CDC_SUBSCRIBED_COLUMNS$","0.1","INDEX","-"
"I_INDSUBPART_POBJSUBPART$","0.1","INDEX","-"
"I_SCHEDULER_JOB_ARGUMENT1","0.1","INDEX","-"
"I_SCHEDULER_NOTIFICATION1","0.1","INDEX","-"
"I_SCHEDULER_NOTIFICATION2","0.1","INDEX","-"
"I_SCHEDULER_NOTIFICATION3","0.1","INDEX","-"
"I_STREAMS_PROCESS_PARAMS1","0.1","INDEX","-"
"I_TABSUBPART_POBJSUBPART$","0.1","INDEX","-"
"MVIEW$_ADV_FILTERINSTANCE","0.1","TABLE","0"
"PIA_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIA_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIA_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA10","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA11","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA12","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA13","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA14","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA15","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA16","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA17","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA18","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA19","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA20","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA21","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA22","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA23","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA24","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTA25","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI8","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAI9","0.1","INDEX","-"
"PIC_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PID_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PID_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PID_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PID_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PID_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PID_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PID_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIE_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIE_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIE_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIE_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIE_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIE_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIF_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIF_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIF_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIF_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIF_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIG_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIH_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIH_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIH_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIH_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIH_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PII_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PII_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PII_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PII_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PII_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PII_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTA10","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTA11","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTA12","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTA13","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTA14","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
